rule_id,rule_type,headword,key_reading,key_gloss,page,output_index,replacement_reading,replacement_gloss,enabled,review_status,note
007-review-5150036dc0a8ad63,review,,thńg lih khṳ̀,tore it by poking at it.,377,1,thńg lîh khṳ̀,,true,pending,
007-reading-8c9c5caf8ccddc06,reading,,khīa tŏ̤ lîm-cíⁿ ĕ,standing under the eaves.,378,1,khĭa tŏ̤ lîm-cîⁿ ĕ,,true,pending,
007-review-7e99417271230e60,review,,"chiu thiⁿ-sî kâi kú hŏ, kìeⁿ-co̤ chiu-lîm",the long rains of autumn are called the rainy season.,378,1,"chiu thiⁿ-sî kâi kú hŏ, kìeⁿ-cò̤ chiu-lîm",,true,pending,
007-review-b05f2dd061b21e57,review,,"chō̤ kàu nĕ lîm-lîm, mn̄g lṳ́ cò̤-nî khîeh?","If you fill it to the very brim, then bow will you manage to carry it?",378,1,,"If you fill it to the very brim, then how will you manage to carry it ?",true,pending,
007-review-525c189ac563f454,review,,cŏ̤-ngŵn lĭm tieh chíu,the senior-wrangler of the empire is held in a close grasp.,378,1,cŏ̤-ngŵn lĭm tîeh chíu,,true,pending,
007-review-ba821703ad0134cb,review,,"lin-liang-phang kâⁿ bé-lêng-khîa khṳ̀ khǹg tŏ̤ khang tói, lío cang thô kô miⁿ, ciu-jît ē-ē pue tŏ̤ hṳ́ kâi khang kháu, hng-hng-kìe, chin-chĭeⁿ līam ciu cêk īeⁿ, chit jīt ău cū pìⁿ cò̤ lin-liang-phang kíaⁿ","the solitary wasp carries spiders in its mouth and hides them away in its cell, then it takes clay and seals them up tight, and all day it flies repeatedly to the mouth of the cell and buzzes, as if it were reciting incantations, and then after seven days they are transformed into young wasps.",378,1,"lin-liang-phang kâⁿ bé-lêng-khîa khṳ̀ khǹg tŏ̤ khang tói, lío cang thô kô miⁿ, ciu-jît ē-ē pue tŏ̤ hṳ́ kâi khang kháu, hng-hng-kìe, chin-chĭeⁿ līam ciu cêk īeⁿ, chit jît ău cū pìⁿ cò̤ lin-liang-phang kíaⁿ",,true,pending,
007-review-5cf036c173bbb459,review,,lîm-cíⁿ kha,close to the eaves.,378,1,lîm-cîⁿ kha,,true,pending,
007-reading-c9073680ebe7d6ae,reading,,tháng tói kâi líang-húng lîo-khí pàng tháng-nîe téng lā,"take the vermicelli from the bottom of the tub and lay it over the cross-piece, to dry in the air.",379,1,tháng tói kâi lîang-hún lîo-khí pàng tháng-nîe téng lā,,true,pending,
007-reading-9c66710783553cdb,reading,,tìo cêk tùi tûi-lîn,hang up a pair of matched scrolls.,379,1,tìo cêk tùi tùi-lîn,,true,pending,
007-reading-25e87212cb523e2b,reading,,īa cū păi lío,that is enough; let be; stay it now.,379,1,īa cū pă lío,,true,pending,
007-review-327d2422a400991a,review,,ciah pá lío,they have finished their meal.,379,1,cîah pá lío,,true,pending,
007-review-80a362e98683c95f,review,,có̤ ĭu lín,neighbors on either side.,379,1,có̤ ĭu lîn,,true,pending,
007-review-e500db8ec8a4bf02,review,,lío m̄ tit,cannot be brought to completion.,379,1,lío m̄ tît,,true,pending,
007-review-f52aaa60c90a0c34,review,,ăn-lâi sĭm-mih lío-kêk?,What will be the upshot hereafter?,379,1,ău-lâi sĭm-mih lío-kêk ?,,true,pending,
007-review-b7ed0b05f26cad11,review,,"ēng lio jîeh cōi cîⁿ-ngṳ̂n, hùi lío jîeh cōi ceng-sîn, cìaⁿ ŏi tit sêng","used up a deal of money and expended a deal of vigor, before it was accomplished.",379,1,"ēng lío jîeh cōi cîⁿ-ngṳ̂n, hùi lío jîeh cōi ceng-sîn, cìaⁿ ŏi tit sêng",,true,pending,
007-reading-82ddae946a806fdd,reading,,cîah līo,hay and straw for provender.,380,1,cháu līo,,true,pending,
007-review-63bf5e228a260028,review,,i li-kẁn lĭo khṳ̀,he ran off with all his might.,380,1,i lí-kẁn lĭo khṳ̀,,true,pending,
007-review-5c8b514cebb3e10a,review,,kô līo phò,a shop where one may bay the imitated cloth used for making the garments burned at funerals.,380,1,,a shop where one may buy the imitated cloth used for making the garments burned at funerals.,true,pending,
007-review-8f70e3a8a1051e66,review,,līo m̄ kàu kâi sū,an unforeseen event.,380,1,līo m̄ kàu kâi sṳ̄,,true,pending,
007-review-f490516916bc1762,review,,sek līo,dye-staffs.,380,1,,dye-stuffs.,true,pending,
007-review-829eed7c257d877d,review,,"chùi liôih, hṳ́ tòi li khuah, jw̆n líu, líu m̄ tîeh","the mouth is narrow, and the space below is broad, howsoever I turn and twist it, I cannot get it out.",381,1,"chùi li ôih, hṳ́ tói li khuah, jw̆n líu, líu m̄ tîeh",,true,pending,
007-review-73acfd2b1c81767a,review,,"i kò̤ kâi chù sĭ cang tek phùa lío, líu tīo mâk, lâi khàm cò̤ chù hĭa","in making their houses, they take a bamboo, split it, dig out the knots, and lay on the half cylinders thus made, in the place of tiles.",381,1,"i kò̤ kâi chù sĭ cang tek phùa lío, líu tī̄o mâk, lâi khàm cò̤ chù hĭa",,true,pending,
007-example_split-2540c95c03fea5ca,example_split,,phâk îam ló,"to evaporate brine in making salt, tih tīo ló; drain out the brine from salt.",382,1,phâk îam ló,to evaporate brine in making salt.,true,pending,
007-example_split-2540c95c03fea5ca,example_split,,phâk îam ló,"to evaporate brine in making salt, tih tīo ló; drain out the brine from salt.",382,2,tih tīo ló,drain out the brine from salt.,true,pending,
007-review-5a13509f41ab09a2,review,,chiu ĕ ŭ jîeh cōi lîu-lô̤?,How many braves has he under his command?,382,1,chíu ĕ ŭ jîeh cōi lîu-lô̤ ?,,true,pending,
007-review-0c8f058d99e49489,review,,cu-pûaⁿ kâi cu àiⁿ cò̤ jîeh cōi lîa?,"Of the beads on the coronet, how many strings do you want put on?",382,1,cu-pûaⁿ kâi cu àiⁿ cò̤ jîeh cōi lîu ?,,true,pending,
007-review-cf27cc3f883559ca,review,,i kai ló hó̤ căi,the pickle is very nice.,382,1,i kâi ló hó̤ căi,,true,pending,
007-reading-98200a3f48c5368a,reading,,cûe-thòaⁿ lô,"a furnace in which hard coal is burned,",383,1,bûe-thòaⁿ lô,,true,pending,
007-reading-29fbbdf808495945,reading,,i sĭ tbo̤ chūe sí lō,he willfully incurs danger.,383,1,i sĭ tŏ̤ chūe sí lō,,true,pending,
007-review-34aaa0770eb0a1fc,review,,i kâi seng-lí lō sêk,he is accustomed to his business.,383,1,,he has numerous accounts.,true,pending,
007-review-9227eadff1f61357,review,,ke-húe lō chi-pĭ,the tools are all ready.,383,1,ke-húe lō chî-pĭ,,true,pending,
007-review-ef723aebf9ca2f46,review,,lŏ,"Low, vulgar; il-looking ; uninformed; sordid.",383,1,,"Low, vulgar; ill-looking; uninformed; sordid",true,pending,
007-review-671cd5ceedbdcd01,review,,mín ēng kìaⁿ tōa lói,need not be obsequious.,384,1,mín ēng kîaⁿ tōa lói,,true,pending,
007-reading-f0275af039c5ce7c,reading,,cêk tńg lôih,a splint hat.,385,1,cêk téng lôih,,true,pending,
007-reading-4bc4f183943f1446,reading,,"cṳ̆-âi to sĭ lâu-lâu-lok-lok, bô̤ thang khùaⁿ-ûah","has heretofore been constantly drudging, with no opportunity for comfort.",385,1,"cṳ̆-lâi to sĭ lâu-lâu-lok-lok, bô̤ thang khùaⁿ-ûah",,true,pending,
007-review-b9b237b584fc2e14,review,,lòi kàu i chap-chap-chùi,made an onslanght upon and dispersed them.,385,1,,made an onslaught upon and dispersed them,true,pending,
007-reading-09d72fead9de2707,reading,,i si îong-îong lôk-lôk kâi nâng,she is a drudge.,386,1,i sĭ îong-îong lôk-lôk kâi nâng,,true,pending,
007-reading-f23b713077b4ed03,reading,,sin tǹg kâi mêh-lôk,the blood veesels of the body.,386,1,sin tèng kâi mêh-lôk,,true,pending,
007-reading-6365f02793a3bf34,reading,,"suah-lôk kong-chîn kâi sṳ̄, tōa pûaⁿ īa sĭ sì só̤ sái jîen",the massacre of the nobles was for the most part made necessary by the circumstances.,386,1,"suah-lôk kong-chîn kâi sṳ̄, tōa pùaⁿ īa sĭ sì só̤ sái jîen",,true,pending,
007-review-859593bf16fbf6a1,review,,sin tǹg kâi mêh-lôk,the blood veesels of the body.,386,1,sin tèng kâi mêh-lôk,the blood vessels of the body.,true,pending,
007-review-3aff403422f51f11,review,,īa sĭ khéng lôk-lâk tâng sim ná phàⁿ sṳ̄ m̄ séng,if willing to act in concert there is no fear that the thing will not be accomplished.,386,1,īa sĭ khéng lôk-lâk tâng sim ná phàⁿ sṳ̄ m̄ sêng,,true,pending,
007-review-4f69c368efbd6933,review,,hó̤ lo̤-lo̤,proper; rights; correct.,387,1,,proper; right; correct.,true,pending,
007-reading-46980d23d18c74b9,reading,,cúi mìaⁿ kŏng lô̤,do not roil the water.,388,1,cúi màiⁿ kŏng lô̤,,true,pending,
007-reading-478af9b2a3719999,reading,,sùe cîah lô̤ lâi khîa,hire a mule and ride.,388,1,sùe ciah lô̤ lâi khîa,,true,pending,
007-review-f0c9d561bceed86a,review,,"i hṳ́ phò lăi kâi bī cho̤-lo̤, phīⁿ tîeh ùi căi","that shop there has o very strong odor about it, and when I smell it, it makes me sick.",388,1,,"that shop there has a very strong odor about it, and when I smell it, it makes me sick.",true,pending,
007-review-976c922d52f58462,review,,lô̤,A male.,388,1,,A mule.,true,pending,
007-review-378357d40966d4a7,review,,jît hŵn būe lôh,the sun is not yet down.,389,1,jît hŵn būe lô̤h,,true,pending,
007-review-dd552c05cd53cb72,review,,buah lô̤h khṳ̀ cū cō̤-cō-kìe,"as soon as it was rubbed on, it eased the pain.",390,1,buah lô̤h khṳ̀ cū cō̤-cō̤-kìe,,true,pending,
007-review-e8f881163ef1df4f,review,,chap m̄ lôh khûn,did not afiiliate with them.,390,1,chap m̄ lô̤h khûn,did not afliliate with them.,true,pending,
007-review-dfea5aff4ad3e471,review,,lu,Reiterated; repeatedly; often; over and over; again and again.,390,1,lú,,true,pending,
007-review-eb2fdc244ab2deca,review,,àiⁿ lò̤h cîⁿ mē?,Will you bet on it?,390,1,àiⁿ lô̤h cîⁿ mē ?,,true,pending,
007-reading-443d41b4662d2deb,reading,,mō̤ⁿ lû,a booth beside a grave.,391,1,mŏ̤ⁿ lû,,true,pending,
007-reading-e5c15dd335280831,reading,,to̤ pèⁿ hṳ́ tńg kâi lŭ àiⁿ ēng thih kâi a sĭ àiⁿ ēng tâng kâi?,Do you want the ring which encircles the handle of the knife to be of iron or of brass?,391,1,to̤ pèⁿ hṳ́ téng kâi lŭ àiⁿ ēng thih kâi a sĭ àiⁿ ēng tâng kâi ?,,true,pending,
007-review-5c97412e1e407981,review,,cêk lûa chō jîeh cōi?,How much does one basket hold?,391,1,cêk lûa chō̤ jîeh cōi ?,,true,pending,
007-review-be38c80af57f126d,review,,ău-tâu lûah kàu kng-kng,the back hair stroked very smooth.,391,1,âu-táu lûah kàu kng-kng,,true,pending,
007-review-0e70db9092556244,review,,"lûi-puah, lûi-thûi",a pot and pestle used im trituration.,392,1,,a pot and pestle used in trituration.,true,pending,
007-review-15f8773f40bdc050,review,,piⁿ lûi cò̤ cang-kíaⁿ-lô,twist the queue into a knot on the back of the head.,392,1,piⁿ lûi cò̤ cang-kíaⁿ-lô̤,,true,pending,
007-reading-5286abf136c49dfb,reading,,i khut ke-lūi lŭi tîeh,she is cumbered with domestic cares.,393,1,i khṳt ke-lūi lŭi tîeh,,true,pending,
007-reading-0b6473595a6ca868,reading,,"lūi-cîp cōi, cìaⁿ khṳ̀ càu hûang-sĭang","classify and collate all in regular order, and then go and report to the emperor.",393,1,"lūi-cîp côi, cìaⁿ khṳ̀ càu hûang-sĭang",,true,pending,
007-review-408d826438d66f46,review,,lú tîeh khak-khó lún,you must persistently endure.,393,1,lṳ́ tîeh khak-khó lún,,true,pending,
007-review-de112d73d4d9d883,review,,lûn lâi lûn khṳ̀,discussing it pro and con.,393,1,lŭn lâi lŭn khṳ̀,,true,pending,
007-review-6856c020c332a68f,review,,ŏi lún li míen phùa cîⁿ,"if you can stand it, then you need not spend your mouey.",393,1,,"if you can stand it, then you need not spend your money",true,pending,
007-review-02d5f3d751f8caa4,review,,chíu-hŵn lût chut lâi,pall off your bracelet.,394,1,,pull off your bracelet.,true,pending,
007-reading-b69863cefbe51b84,reading,,i khìa ki lŵn mô̤ⁿ sìⁿ,he carried a fan made of the feathers of the argus pheasant.,395,1,i khîa ki lŵn mô̤ sìⁿ,,true,pending,
007-reading-50ed5521d76b74d3,reading,,lw̆n sì kâi sî-kāu,in time of sedition.,395,1,lw̆n sì kâi sî-hāu,,true,pending,
007-review-7a2e4e45d855b262,review,,i kâi thâu lṳ̂-lṳ̂ li-li kìaⁿ,he pushed straight on with his head projecting in front of him.,395,1,i kâi thâu lṳ̂-lṳ̂ li-li kîaⁿ,,true,pending,
007-reading-aab74e4b20e93774,reading,,i kong máⁿ,grandparents.,396,1,a kong máⁿ,,true,pending,
007-reading-c460254c0229800d,reading,,màiⁿ mûeh nap-sap,do not soil it.,396,1,màiⁿ mûeh nah-sap,,true,pending,
007-reading-dc41d65997127022,reading,,mâiⁿ mîaⁿ mît sèⁿ,to conceal one’s name.,396,1,"mâiⁿ mîaⁿ , mît sèⁿ",,true,pending,
007-reading-22b93b826f00935d,reading,,mâk tîeh îu,spotted with grease.,396,1,mak tîeh îu,,true,pending,
007-review-c81c72fe9de74005,review,,i cò-nî m̆?,Why will he not?,396,1,i cò̤-nî m̆ ?,,true,pending,
007-review-fe48a50a6f9bf5f4,review,,kim tah lío ēng maⁿ-láu gē lâi gē,"when you have overlaid it with gold-leaf, then take the smoothing stone and polish it.",396,1,kim tah lío ēng máⁿ-láu gē lâi gē,,true,pending,
007-review-12f4ef68474416c5,review,,m̄ kûi m̄ kĕ,neither higher nor lower.,396,1,m̄ kûiⁿ m̄ kĕ,,true,pending,
007-reading-0f6dd2e1c9798515,reading,,"cò̤ sṳ̄ lú-lú máng-máng, êng kâi m̄ ceng-sòi","does things in a blundering way, with no circumspection.",397,1,"cò̤ sṳ̄ lú-lú máng-máng, cn̂g kâi m̄ ceng-sòi",,true,pending,
007-review-f02242da4ae3238d,review,,pŭaⁿ máng; jīo mâng,drive out the mosquitoes.,397,1,pŭaⁿ máng; jīo máng,,true,pending,
007-reading-05f25d0e1cb50dd4,reading,,"kîaⁿ māng cē, thāi úa",walk rather slowly till I catch up with you.,398,1,"kîaⁿ māng cē, thăi úa",,true,pending,
007-reading-7952302f8bdaacd3,reading,,lîeng mâng cū khṳ̀,hurried off.,398,1,lîen mâng cū khṳ̀,,true,pending,
007-review-7ec27831b4200144,review,,chak thóiⁿ i kâi mâuⁿ-pēⁿ sĭ tŏ tī-kò̤,examine and see where the trouble lies.,398,1,chak thóiⁿ i kâi mâuⁿ-pēⁿ sĭ tŏ̤ tī-kò̤,,true,pending,
007-review-c4989b0085e00f91,review,,"sim mâng, i lw̆n",fluttered and confused.,398,1,"sim mâng, ì lw̆n",,true,pending,
007-review-c53fb75f5067821c,review,,"sí lío míoⁿ-míoⁿ mâng-mâng, m̄ cai lêng-hûn ŭ tŏ̤ kò̤ a bô","after death all is vague and obscure, and we do not know whether the soul exists or not.",398,1,"sí lío míoⁿ-míoⁿ mâng-mâng, m̄ cai lêng-hûn ŭ tŏ̤ kò̤ a bô̤",,true,pending,
007-reading-3102c094d982b2a2,reading,,bŏi kîaⁿ méⁿ,cannot walk any faster.,399,1,bŏi kîaⁿ méⁿ lâi,,true,pending,
007-reading-91f75812b8e97451,reading,,i pat khṳ̀ ô̤h mâuⁿ-suaⁿ,he has been to learn the incantations of the Tauist priests.,399,1,i pat khṳ̀ ô̤h mâuⁿ-suaⁿ huap,,true,pending,
007-review-3002596d58a2975c,review,,cheⁿ-méⁿ,blind.,399,1,cheⁿ-mêⁿ,,true,pending,
007-reading-1b866f46ad559a35,reading,,nīo i mēⁿ,let him scold.,400,1,nīe i mēⁿ,,true,pending,
007-review-943af8a672e3f9aa,review,,mêⁿ-mêⁿ; pái mêⁿ; múiⁿ mêⁿ,every night.,400,1,múiⁿ mêⁿ,,true,pending,
007-review-1f0c47d8f538c631,review,,ău-jît mêⁿ,day after to-morrow night.,400,1,ău-jît mêⁿ; mêⁿ-mêⁿ; pái mêⁿ,,true,pending,
007-reading-2b0e541433e5dcad,reading,,mêng-mêng cṳ tang cṳ̌ ŭ cú-cái,sheol even has its lord.,401,1,mêng-mêng cṳ tang cṳ̆ ŭ cú-cái,,true,pending,
007-reading-350f85bb5070ff30,reading,,thieng mĕng,fate; heaven's decree.,401,1,thien mĕng,,true,pending,
007-review-04af778b58b67624,review,,it-it jŭ mĕng,everything has been done according to orders.,401,1,it-it jû mĕng,,true,pending,
007-review-535bd7114d74daca,review,,mêng,The cry of a bird or animals; to call out; to sound a sonorous note.,401,1,,The cry of a bird or animal; to call out; to sound a sonorous note.,true,pending,
007-reading-b945487e30c6a64b,reading,,"cin mîaⁿ, sîⁿ jī",the true name.,402,1,"cin mîaⁿ, sît jī",,true,pending,
007-reading-92bc30704f6fed75,reading,,phah mīⁿ,guess riddles.,402,1,phah mĭⁿ,,true,pending,
007-review-78beb5cc7fc03fae,review,,"cìe i kâi mĭⁿ bûn lâi thóiⁿ, phah lâi to tîeh","following out the puzzle as laid down in the written statement, tho solution is correct.",402,1,,"following out the puzzle as laid down in the written statement, the solution is correct.",true,pending,
007-review-499e191d43c3feff,review,,khîn mîaⁿ,peck fame.,402,1,,seek fame.,true,pending,
007-review-9d82f072a07eff7a,review,,lṳ́ kìe cò sĭm-mih mîaⁿ?,What is your name?,402,1,lṳ́ kìe cò̤ sĭm-mih mîaⁿ ?,,true,pending,
007-reading-c581a07ba75b68aa,reading,,"sì mīn, poih hng",on every side.,403,1,"sı̀ mīn, poih hng",,true,pending,
007-review-7fcbbdf07ed794d0,review,,bô̤ chéng mīn,unwilling to oblige.,403,1,bô̤ chêng mīn,,true,pending,
007-review-1f5fbcfb117bcee2,review,,bô̤ lîen-mīn,of no repute.,403,1,bô̤ líen-mīn,,true,pending,
007-review-23352453f343c147,review,,bô̤ mīn mâk hó̤ kiⁿ nâng,ashamed to see people.,403,1,bô̤ mīn mâk hó̤ kìⁿ nâng,,true,pending,
007-review-1302f0470b4701bd,review,,chìe mīn hoⁿ,a smiling villain.,403,1,chìe mīn hóⁿ,,true,pending,
007-review-4c4d537cbbaa5876,review,,hô-mīn phêng cĕng,the water courses are safe and unobstructed.,403,1,hô̤-mīn phêng cĕng,,true,pending,
007-review-f8e742ec7408992c,review,,i bó̤ mih cîⁿ,he has not much cash.,403,1,i bô̤ mih cîⁿ,,true,pending,
007-review-d2d351d08ce40fbe,review,,mīn kâi sìn-khì,the expression of the face.,403,1,mīn kâi sîn-khì,,true,pending,
007-review-651a2f258957662e,review,,mīn-po,a towel.,403,1,mīn-pò,,true,pending,
007-review-1601738882c33735,review,,"ngà mīn, sek sim, thâi nâng táⁿ","a stapid look, a cunning mind, and the courage of a murderer.",403,1,,"a stupid look, a cunning mind, and the courage of a murderer",true,pending,
007-review-344eee0d03f1273e,review,,peh-khí lâi po̤-mīn thit-thô,went on deck for recreation.,403,1,peh-khí lâi po̤-mīn thit-thô̤,,true,pending,
007-review-db863d968fa58132,review,,ôi-chio mīn,a face lke a shoehorn.,403,1,,a face like a shoehorn.,true,pending,
007-reading-766dd4efdb9938f6,reading,,cá mńg nŏ̤ kùe tang lóng-cóng hó̤,the early and late crops of the year were both good.,404,1,cá ḿng nŏ̤ kùe tang lóng-cóng hó̤,,true,pending,
007-reading-f6da328a9bb4cbc5,reading,,cí kâi sĭ i kâi mîoⁿ-ī,these are his descendants.,404,1,cí kâi sĭ i kâi mîoⁿ-ĭ,,true,pending,
007-reading-e99f137a1d9b4a41,reading,,kàu-mńg nî cìaⁿ tit cṳ́,late in life had a son.,404,1,kàu-ḿng nî cìaⁿ tit cṳ́,,true,pending,
007-reading-caa886527300abb5,reading,,lṳ́ hìeⁿ ùaⁿ lâi i mng íⁿ-keng khṳ̀ lío,how late you are in coming he has already gone.,404,1,lṳ́ hìeⁿ ùaⁿ lâi ：i mng íⁿ-keng khṳ̀ lío,,true,pending,
007-review-b4ab55d018c674df,review,,i kâi khìo-mîoⁿ hó̤ căi,has great quickness and depth of penetration.,404,1,i kâi khìo-míoⁿ hó̤ căi,he has great quickness and depth of penetration,true,pending,
007-review-c24fe9b6c064d0e2,review,,míoⁿ,A second in a degree; a ten thousandth; a minute.,404,1,,A second in a degree; a ten thousandth; minute,true,pending,
007-review-c1b161d272b18ac6,review,,sái kàu i bŏi tn̆g-có̤h kṳn-mîoⁿ,so that he may not be without posterity.,404,1,sái kàu i bŏi tn̆g-cô̤h kṳn-mîoⁿ,,true,pending,
007-review-24df74dfe89a1940,review,,"m̄ thóiⁿ ceng mĭn, thóiⁿ hût mīn","does not look at the faces of the priests, but at that of Buddh.",405,1,"m̄ thóiⁿ ceng mīn, thóiⁿ hût mīn",,true,pending,
007-reading-8fccbd7347dfccf8,reading,,cĭeⁿ mn̂g,approached the door.,406,1,cĭeⁿ m̂ng,,true,pending,
007-reading-ba60507db08ab8d7,reading,,hòng tîeh i kâi hīⁿ-kíaⁿ mn̂g,boxed him on the ear.,406,1,hòng tîeh i kâi hĭⁿ-kíaⁿ mn̂g,,true,pending,
007-reading-b6abc65422b34fde,reading,,mn̂g khŏng-khŏng-kìe,the door is slamming.,406,1,m̂ng khŏng-khŏng-kìe,,true,pending,
007-reading-15c6ebcddf8c6409,reading,,mn̂g lō,openings for trade or work.,406,1,m̂ng lō,,true,pending,
007-reading-5f233041886a5426,reading,,mn̂g-pâi,door-plate.,406,1,m̂ng-pâi,,true,pending,
007-review-c83d95aacb6d4a70,review,,"tàⁿ li mńg tàⁿ, úa sĭeⁿ i m̄ thiaⁿ","as for that, I can tell him, bat I suppose he will pay no heed to what I say.",406,1,,"as for that, I can tell him, but I suppose he will pay no heed to what I say.",true,pending,
007-review-a05c62cdc29b6b62,review,,tī cêk mńg to̤ m̄-ùi,fears no sort of people.,406,1,tī cêk mn̂g to̤ m̄-ùi,,true,pending,
007-review-671f920d25ce5911,review,,ūe tàⁿ khù bô̤ mn̂g hó̤ jîp,there was no chance to enter into the conversation.,406,1,ūe tàⁿ khṳ̀ bô̤ mn̂g hó̤ jîp,,true,pending,
007-reading-4e95ab7b5478451b,reading,,mó̤,"A contraction of m̄-hó̤, not good; badly; unsuitable; amis.",408,1,mó̤ m̄-hó̤,,true,pending,
007-review-a7d2bb351aea4491,review,,khṳt i ce mo̤ⁿ-mo̤ⁿ so̤-so̤ cū hàuⁿ,when he has been conciliated sufficiently he will consent.,408,1,khṳt i cē mo̤ⁿ-mo̤ⁿ so̤-so̤ cū hàuⁿ,,true,pending,
007-review-28109a1aaeb33602,review,,àiⁿ mông i kâi thâu khak cĭu sĭ,"he wants his bead, that is it.",408,1,,"he wants his head, that is it.",true,pending,
007-review-d9adf830a008edd0,review,,cǹg kâi bô̤ hó̤ mō̤ⁿ,without the least hope.,409,1,cn̂g kâi bô̤ hó̤ mō̤ⁿ,,true,pending,
007-review-cf683271dc7effdd,review,,"jīm m̄o̤ⁿ, mō̤ⁿ m̄ cheng-chó̤",gazed long and vainly.,409,1,"jīm mō̤ⁿ, mō̤ⁿ m̄ cheng-chó̤",,true,pending,
007-review-e1ca6927557f61b9,review,,keh mó̤h jîeh kù lío cìaⁿ lêng-ūaⁿ siang hó̤,"there was a coolness between them for some time, and then they again became very friendly.",409,1,keh mô̤h jîeh kú lío cìaⁿ lêng-ūaⁿ siang hó̤,,true,pending,
007-review-deb2a06a3c3340cf,review,,koi-mô̤ⁿ chóiⁿ,feather broom.,409,1,,a feather broom.,true,pending,
007-review-3f655eb118d751a6,review,,mó̤ⁿ-īeⁿ,a pattern; a model.,409,1,mô̤ⁿ-īeⁿ,,true,pending,
007-review-92c40259dcb12ab0,review,,môⁿ câk-câk,"thick hair, or fur.",409,1,mô̤ⁿ câk-câk,,true,pending,
007-review-aa6fa061e87bd2c8,review,,môⁿ jông-jông,downy feathers; fluffy hair.,409,1,mô̤ⁿ jông-jông,,true,pending,
007-review-a0d845c0434eae6c,review,,lō mûa,eels that travel on land.,410,1,lō mûa,,true,pending,
007-review-d7d622cea391842f,review,,"mùaⁿ-khí, cīeⁿ pùaⁿ k̀ua",to-morrow forenoon.,410,1,"mùaⁿ-khí, cīeⁿ pùaⁿ kùa",,true,pending,
007-review-c0f2dbd177ea0801,review,,múaⁿ,Full; replete; stuffed; fullness; pride; to fill; to suffice; to complete; to fiuish a set time.,410,1,,Full; replete; stuffed; fullness; pride; to fill; to suffice; to complete; to finish a set time.,true,pending,
007-review-4277f0f83183de85,review,,mûa-sng-kiaⁿ,very young eels.,410,1,,very young ells.,true,pending,
007-review-d0bf710d406654f8,review,,pêh mûa,the white eel.,410,1,pêh mûa,,true,pending,
007-reading-fde32761174327d8,reading,,bô̤ sĭm-mih mûeh tŏ̤ h̤́u tói,there is nothing at all in there.,411,1,bô̤ sĭm-mih mûeh tŏ̤ hṳ́ tói,,true,pending,
007-reading-26ded515e0ef32d6,reading,,muêh,"A thing, matter, or substance; anything between heaven and earth; affairs of life; a creature; a being; persons.",411,1,mûeh,,true,pending,
007-review-38086d00ac7ceec0,review,,"hŏ mûiⁿ-kíaⁿ; hŏ mûiⁿ-mûiⁿ; a drizzling, fine rain.",,411,1,hŏ mûiⁿ-kíaⁿ; hŏ mûiⁿ-mûiⁿ,"a drizzling, fine rain",true,pending,
007-review-4bd30f84488704b9,review,,hṳ́ kâi kìe-cò̤ sĭm mŭeh?,What is that called?,411,1,hṳ́ kâi kìe-cò̤ sĭm mûeh ?,,true,pending,
007-review-5f45684b8924b317,review,,khîeh tîo bîh-nā lâi pak,get a rattan cable and fasten it.,412,1,khîeh tîo bîh-nā lâi pâk,,true,pending,
007-reading-944fc67c66138369,reading,,i m̄sĭ nâng,he is inhuman.,413,1,i msĭ nâng,,true,pending,
007-review-2700c99fdce87294,review,,nâng īeⁿ; nâng khẃn,,413,1,nâng īeⁿ; nâng khẃn,human kind.,true,pending,
007-reading-03cc987e0ad3f7ae,reading,,né-taⁿ,solitary.,414,1,né-tăⁿ,,true,pending,
007-reading-a029764f4f9bcfb9,reading,,"sueh kaù mêng-pêh mêng-pêh nē, khṳt i thiaⁿ","explain it very fully now, and let him hear you.",414,1,"sueh kàu mêng-pêh mêng-pêh nē, khṳt i thiaⁿ",,true,pending,
007-review-8ac444eb40812b22,review,,nâp,"A reply in answer to a call, or order; assent or approval.",414,1,,A reply in answer to a call or order; assent or approval.,true,pending,
007-reading-cca0989d80b2a765,reading,,ún-nêk,secreted.,415,1,ṳ́n-nêk,,true,pending,
007-reading-02abde33b921ab39,reading,,īeⁿ-nêk,mutton.,415,1,îeⁿ-nêk,,true,pending,
007-reading-878658c70f518236,reading,,ngà,Stupid; silly; foolish.,416,1,khòng,,true,pending,
007-review-fa7ed3c19d84d061,review,,i cò̤ pàng kò̤ ngâk-ngâk,he sits very quietly and decorously.,416,1,i cŏ̤ pàng kò̤ ngâk-ngâk,,true,pending,
007-review-370eaedac3faba05,review,,nğ,"An exclamation, expressing dissent.",416,1,n̆g,"An exclamation, expressing dissent.",true,pending,
007-reading-1482e178f820237b,reading,,khá ngûn,smooth talk.,417,1,khá ngân,,true,pending,
007-review-7d254d31de53e33a,review,,"cía sĭ sĭm ngân khî coi cū sĭ, m̄ sĭ sît kâi","this is setting things at their very highest figure, it is not really thus.",417,1,"cía sĭ sĭm ngân khî cōi cū sĭ, m̄ sĭ sît kâi",,true,pending,
007-review-5cdfd6a3ce19d4bf,review,,ngàn chìu cúi,to temper by plunging in cold water.,417,1,ngàn chìn cúi,,true,pending,
007-review-3f452059bef4be77,review,,ng̀an,To seize with force; to pinch hard.,417,1,ngàn,,true,pending,
