puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
*Un jiu,Un jiw,,,温柔,,Meekness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > rule,37
*Uá m̃ khùai-ua̍h,Ua mʼkuai-uă,,,我毋快活,我不快活,I am not well,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,23
*Uá m̃ kì tit,Ua mʼki tit,,,我毋記得,我不記憶,I forgot it,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,23
*Uá m̃ pat thì kìⁿ i,Ua mʼpat toi ki i,,,我毋別睇見伊,我不識看見伊,I have never seen him,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,23
*Uá m̃ tsai,Ua mʼchai,,,我毋知,我不知,I don't know,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,23
*Uá m̃ õi lâi,Ua mʼoi lai,,,我毋能來,我不能來,I cannot come,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,23
*Uá ngũan lṳ́ tit hok,Ua gñuan lur tĭt hok,,,我願汝得福,吾願爾得福,I desire your happiness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,38
*Uá siẽⁿ chiè seⁿ ũ tie̍h,Ua sie chie sey u tiĕ,,,我想照生有着,我想怎生有着,I think that is correct,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,40
*Uá thiaⁿ m̃ pat,Ua thia mʼpat,,,我聽毋別,我聽不識,I can't understand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,23
*Uá thì m̃ kièn,Ua toi mʼkien,,,我睇毋見,我看不見,I don't see it,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,36
*Uá àiⁿ lâi khṳ̀ tshù,Ua ai lai khur chu,,,我欲來去厝,,May I go home,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,24
*Uá-téng lóng tsóng ũ hó,Ua-teng long chong u haw,,,我等攏總有好,我等籠總有好,We are all well,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,27
*Uâng hú,Wang hu,,,王府,,Palace,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,43
*Uî ie pòu,Ui ie pou,,,圍腰布,,Apron,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,53
*Zṳ́,Jur,,,而,,And,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,18
*Ài cheng nâng,Ai cheng nang,,,愛眾人,愛衆人,Love all men,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,36
*Ù,U,,,惡,,Hatred,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,35
*Ē ji̍t,E jit,,,下日,,Another day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,52
*Ē kai,E hai,,,下胲,,Chin,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,33
*Ē kùa,E kwa,,,下旰,下午,Afternoon,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,52
*Ē-ji̍t lâi,E-jit lai,,,下日來,,Come another day,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,20
*Ē-ji̍t mài tsài lâi chí,E-jit mai chai lai chi,,,下日勿再來此,下日勿再來止,Don't come here again,,,,003_First_Lessons_in_the_Tie-chiw_Dialect > tiebreak,20
A chek,A chĕk,,,阿叔,叔,Father's younger brother,Father's y brother,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A ché,A chey,,,阿姐,妲,Sister elder,Sister (e),,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A hiaⁿ,A hia,,,阿兄,兄,Brother elder,Brother (e),,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A kong,,,,阿公,公,Grandfather,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A kũ,A ku,,,阿舅,舅,Brother-in-law,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A peh,A pĕ,,,阿伯,伯,Uncle paternal,Uncle (p),,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A sím,A sim,,,阿嬸,嬸,Uncle's wife,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A î,A í,,,阿姨,姨,Sister-in-law,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
A ḿ,A um,,,阿姆,姆,Aunt paternal,Aunt (p),,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
ah,ăh,,,鴨,,Duck,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
ah kang,ăh kang,,,鴨公,鴨剛,Drake,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Ak nâng,Ak nang,,,惡人,,Bad man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Ak nâng sim bô phêng an,Ak nang sim baw peng an,,,惡人心無平安,,The wicked have no peace,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
Am,,,,庵,𥦩,Wat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Ang,,,,翁,,Husband,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Aû,Ow,,,喉,,Throat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Aũ bó,Ou baw,,,後母,,Step-mother,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Aũ ji̍t,Ow jit,,,後日,,Day after tomorrow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Ba̍k,Bak,,,墨,,Ink,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Ba̍k ti̍h,Bak tĭ,,,墨碟,,Stand for ink,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Biē,Bie,,,廟,,Temple,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Bue̍h,Buĕ,,,襪,,Sock,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Bue̍h,Boĕ,,,襪,,Stockings,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Báu,Baou,,,卯,邜,5 to 7,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Bé,Bèy,,,馬,,Horse,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Bé bó,Bèy baw,,,馬母,,Mare,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Bé chhia,Béy chia,,,馬車,,Carriage,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Bé kiáⁿ,Bèy kia,,,馬囝,馬子,Colt,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Bé kóu,Bèy kʼho,,,馬牯,,Stallion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Bí,Bi,,,米,,Rice,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Bó,Baw,,,母,,Mother,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Bói saⁿ khòu,Boi sa khou,,,買衫褲,,Buy a jacket & trowsers,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Bô huang,Baw huang,,,無風,,Calm,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Bô liẽn,Baw dien,,,無吝,,Liberality,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Bô miâⁿ tsóiⁿ,Baw mia choi,,,無名指,,Ring finger,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Bô nâng tsai,Baw nang chai,,,無人知,,Nobody knows it,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Bô si̍t háu miâⁿ tiāⁿ tiāⁿ,Baw sit haou mia tia tia,,,無實好名定定,,He is not sincere but only desires a name,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
Bô tsai,Baw chai,,,無知,,Ignorant,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Bô tsũe,Baw chuey,,,無罪,,Innocence,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Bú kuaⁿ,Bu kua,,,武官,,Military officer,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Búe,Boe,,,尾,,End,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Búe kiáⁿ,Boe kia,,,尾囝,未子,Last born,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Búe tsóiⁿ,Boe choi,,,尾指,,Little finder,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Bī,Bi,,,未,,1 to 3,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Bū,Bu,,,霧,,Fog,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Chek,Chĕk,,,叔,,Uncle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Chek,Chak,,,笮,,Chak,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Chek,Chĕk,,,燭,,Candle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
"Chek khiēⁿ chiá, ũ ngṳ̂n tshûn","Chĕk kiem chia, u gñurn chun",,,積儉者有銀存,積儉正有銀存,Frugality leads to plenty,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
Chek tâi,Chek tai,,,燭臺,,Candlestick,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Cheng,,,,鐘,,Bell,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Che̍k,Chĕk,,,一,,I,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Che̍k,Chĕk,,,壹,,One,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Che̍k,Chĕk,,,一,,One,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Che̍k *kha* sieⁿ,Chĕk *kʼha* sie,,,一骹箱,一脚箱,1 Trunk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,55
Che̍k *khún* pòu,Chĕk *kʼhun* pou,,,一捆布,,1 Roll of cloth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Che̍k *kò* tsng,Chĕk *kaw* chŭng,,,一塊磚,,1 Brick,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Che̍k *lia̍p* niú,Chĕk *liĕp* niw,,,一粒鈕,,1 Button,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Che̍k *lúi* hue,Chĕk *lui* huey,,,一蕊花,,1 Flower,4 Flowers,,,003_First_Lessons_in_the_Tie-chiw_Dialect,59
Che̍k *pau* tê bí,Chĕk *paou* tey bi,,,一包茶米,,1 Paper of tea,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Che̍k *phit* pòu,Chĕk *pĭt* pou,,,一疋布,,1 Piece of cloth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Che̍k *pún* tsṳ chheh,Chĕk *pung* chŭr chĕ,,,一本書冊,,1 Book,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,59
Che̍k *sang* ôi,Chĕk *sang* oi,,,一雙鞋,一䨇𩋘,1 Pr. of shoes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Che̍k *tiôu* sùaⁿ,Chĕk *tiou* sua,,,一條線,,1 Thread,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Che̍k *tùi* tùi liên,Chĕk *tui* tui lien,,,一對對聯,,1 Pr. of ornamental papers,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Che̍k buān,Chĕk boan,,,一萬,,"10,000",,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Che̍k e̍k,Chĕk ĕk,,,一億,,"100,000",,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Che̍k peh,Chĕk pĕ,,,一百,,100,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Che̍k tiám cheng,Chek tiem cheng,,,一點鐘,,Hour,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Che̍k tiãu,Chĕk tiow,,,一兆,,"1,000,000",,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Che̍k tshoiⁿ,Chĕk choi,,,一千,,1000,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Cheⁿ,Chey,,,星,,Stars,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
"Cheⁿ,ũ tsōi tsãi","Chey,u choi chai",,,星有㩼在,星有多極,There are many stars,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Chheⁿ mê,Chey mey,,,青盲,瞽目,Blind,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Chheⁿ mīn,Chey min,,,青面,靑面,Petulant,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Chhia,Chia,,,車,,Cart,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Chhie̍h,Chiĕ,,,蓆,,Mat,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Chhit,Chĭt,,,七,,VII,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,16
Chhit,Chĭt,,,㭍,,Seven,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,17
Chhit chhêng,Chĭt cheng,,,七情,,Passions,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Chhit gu̍eh,Chĭt guĕ,,,七月,,month Aug.,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,61
Chhit ki póu thâu,Chĭt ki pou taou,,,七枝斧頭,,7 Hatchets,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,58
Chhit lia̍p lua̍h chie,Chĭt liĕp hĭem chie,,,七粒辣椒,七丨辣椒,7 Chillies,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,57
Chhit sang tṳ̄,Chĭt sang tŭr,,,七雙箸,七丨著,7 Pr. of chop sticks,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,56
Chhit tiôu mīn kṳn,Chĭt tiou min kŭrn,,,七條面巾,七丨面巾,7 Towels,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,54
Chhiu,Cʼhiw,,,鬚,,Beard,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chhiu,Chiw,,,秋,,Autumn,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Chhiu,Chiw,,,秋,,Autumn,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Chhiè mīn,Chie min,,,笑面,,A smiling face,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Chhiêⁿ,Chie,,,牆,𫮰,Wall,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Chhiú,Chiw,,,手,,Hand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chhiú chiéⁿ,Chiw chie,,,手掌,,Palm of the hand,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chhiú huân,Chiw hwan,,,手環,手𤨔,Bracelets,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Chhiú pì,Chiw pi,,,手臂,,Arm,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chhiú tiú,Chiw tung,,,手肘,,Elbow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chhiú tsat,Chiw chăt,,,手節,,Finger ring,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Chhiú tsóiⁿ,Chiw choi,,,手指,,Finger,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chhiū,Chiw,,,樹,,Tree,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Chhiū phûe,Chiw pue,,,樹皮,,Bark,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Chhiū sin,Chiw sin,,,樹身,,Trunk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Chhiẽⁿ,Cʼhiè,,,象,,Elephant,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Chhèng,Cʼheng,,,銃,,Musket,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Chhîn,Chin,,,臣,,Minister,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,41
Chia tshn̂g pòu,Chia chŭng pou,,,遮床布,,Table cloth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Chia̍h tû,Chiă tu,,,食櫥,食厨,Cupboard,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Chieh tsûn,Chiĕ chun,,,借船,借丨,Borrow the boat,Borrow do.,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Chie̍h,Chiĕ,,,石,,Stone,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Chie̍h,Chiĕ,,,石,,Stone,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Chie̍h tshṳ́,Chiĕ chŭr,,,石鼠,,Rabbit,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
"Chie̍h,ũ tãng","Chiĕ,u tang",,,石有重,,A stone is heavy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
"Chin lí,lṳ́ tsai lióu","Chin li,lur chai liou",,,真理汝知了,眞理爾知了,You know the truth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,28
Chin si̍t,Chin sit,,,真實,眞實,Truth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Chin si̍t bô phièn lṳ́,Chin sĭt baw pien lŭr,,,真實無騙汝,眞實無騙爾,Truly I do not deceive you,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,38
Chiu,Chiw,,,州,,Canton,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Chià kou,Chiă kou,,,鷓鴣,,Partridge,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Chiãng,Chiang,,,杖,,Staff,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Chiéⁿ,Chìe,,,槳,,Oars,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Chiéⁿ tsûn,Chie chun,,,掌船,掌丨,Watch the boat,Watch do.,,,003_First_Lessons_in_the_Tie-chiw_Dialect,46
Chióu,Chiou,,,鳥,,Birds,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Chiú,Chiw,,,酒,,Spirits,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Chi̍h,Chĭ,,,舌,,Tongue,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Chéⁿ,Chey,,,井,,Well,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Chéⁿ ũ chhim,Chey u chim,,,井有深,,The well is deep,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Chì tsong,Chi chong,,,至終,,Perseverance,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Chí,Chi,,,此,這,This,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Chí bô ēng,Chi baw eng,,,此無用,,This is good for nothing,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
Chí chheh uá ũ tāu kùe,Chi chĕ ua u tak kuey,,,此冊我有讀過,,I have read this book,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,23
Chí koi bô se̍k,Chi koi baw sek,,,此雞無熟,,This fowl is not done,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,26
Chí lâu pàng mê-khí,Chi laou pang moa-ki,,,此留放明起,此留放明日,Save this for to-morrow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
Chí mue̍h hâiⁿ uá,Chi muĕ hai ua,,,此物還我,,Give that to me,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
"Chí mue̍h,hâiⁿ sin-seⁿ","Chi muĕ,hai sin-sey",,,此物還先生,只物還先生,Carry this to the teacher,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,20
"Chí pòu,ũ tâm","Chi pou,u tam",,,此布有㴷,此布有濕,This cloth is wet,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
"Chí tsháu,mán tiu","Chi chaou,man tiou",,,此草挽丢,,Pull up these bushes,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,25
Chím thâu,Chim taou,,,枕頭,,Pillow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,44
Chîⁿ lêng,Chi leng,,,蠐龍,守宮,Lizard,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Chĩ,Chi,,,巳,已,9 to 11,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Eh,Ey̆,,,啞,瘂,Dumb,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Eng,,,,鷹,,Eagle,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Eng jîn,Eng jin,,,英人,,A hero,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Eng ko,Eng kaw,,,鸚哥,鸚𤔄,Parrot,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Eng-kit-lĩ uē,Eng-kit-li wey,,,英吉利話,,English language,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,21
Gu̍eh,Guĕ,,,月,,Moon,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Gu̍eh,Guĕ,,,月,,Month,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,52
Gu̍eh tshut lióu,Guĕ chut liou,,,月出了,,The moon has risen,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,30
Gâu,Gaou,,,賢,,Wise,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Gâu nâng,Gaou nang,,,賢人,,A wise man,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Gê,Gey,,,芽,,Bud,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Gê kang,Gey kang,,,蜈蚣,,Centipede,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Gô,Gaw,,,鵝,,Goose,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Gû,Gu,,,牛,,Ox,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Gû bah,Gu bă,,,牛肉,,Beef,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Gû bó,Gu baw,,,牛母,,Cow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Gû kiáⁿ,Gu kia,,,牛囝,牛子,Calf,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Gû kóu,Gu kʼho,,,牛牯,,Bull,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Gû liâu,Gu liou,,,牛寮,,Stall,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Gû nĩ,Gu ni,,,牛乳,,Milk,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Gû nĩ iû,Gu ni yiw,,,牛乳油,,Butter,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Gû nĩ piáⁿ,Gu ni pia,,,牛乳餅,,Cheese,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Ha̍p ieh,Hăp iĕ,,,合約,,Contract,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,45
Heng,,,,胸,,Chest,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,33
Hi mō,Hi maw,,,希望,,Hope,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Hia̍h thâu,Hiă taou,,,額頭,,Forehead,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Hiet,Hiĕt,,,蠍,,Scorpion,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Hie̍h,Hiĕ,,,葉,,Leaf,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Hiã,Hia,,,瓦,,Tile,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Hiã pín,Hia pin,,,下品,,Lower class,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Hiên jîn,Hien jin,,,賢人,,A worthy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,42
Hiēn-tsãi lṳ́ õi tit kiù,Hien-chai lur oi tit kiw,,,現在汝能得救,現在爾能得救,You may now be saved,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,28
Hn̂g,Hng,,,園,,Garden,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Hok,,,,福,,Happiness,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Huah hì,Huă hi,,,呵呬,叱噓,Yawn,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Huan kuah,Hwan kuă,,,蕃葛,,Potatoe,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,51
Huang,,,,風,,Wind,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Huang mua,Huang moa,,,風幔,風𧜞,Cloak,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Huat hùn,Huăt hun,,,發奮,,Zeal,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
Huat kûaⁿ,Huăt kua,,,發寒,,Intermittent,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Huat zua̍h,Huăt juă,,,發熱,,Fever,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Hua̍t,Huăt,,,穴,,Cave,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Hue,,,,灰,,Lime,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,43
Hue,,,,花,,Flower,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Hueh,Huĕ,,,血,,Blood,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,18
Hui siêⁿ,Hui sie,,,非常,,Not always,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,24
Huân ló,Huan law,,,煩惱,,Sorrow,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,37
"Huân ũ ke,meh","Huan u key,mĕ",,,還有加咩,還有加麽,Have you any more,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,22
Huâng tì bō,Hwang ti baw,,,皇帝帽,,Crown,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,53
Hu̍t,Hut,,,核,,Seed,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,50
Hàu sũn pẽ bó,Haou sun pey baw,,,孝順父母,,Respect to parents,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,40
Hàu sũn sin-seⁿ,Haou sun sin-sey,,,孝順先生,,Be obedient to your teacher,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,19
Hàu-kiaⁿ,Haou-kia,,,孝經,,Filial piety,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,47
Hái,Hai,,,海,,Sea,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Hái bô éng,Hai baw eng,,,海無涌,,The sea is smooth,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,32
Hái gô,Hai gaw,,,海鵝,,Pelican,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
Hái kîⁿ,Hai ki,,,海墘,,Beach,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Háu miâⁿ,Haou mia,,,好名,,Vanity,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,39
Háu tsâi,Kaou chai,,,口才,,Eloquent,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,34
Hân,Cʼhin,,,寒,,Cold,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,29
Hãi,Hai,,,亥,,9 to 11,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,60
Hí,Hi,,,喜,,Joy,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,35
Hóuⁿ,Hʼñou,,,虎,,Tiger,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,48
Hô,Haw,,,河,,River,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,31
Hôu khî,Hou kʼi,,,蝴蜞,,Leech,,,,003_First_Lessons_in_the_Tie-chiw_Dialect,49
